,action,img_path,user_x,lat,lon
428,14,./ETRI_data_RP_png/user04/1600470000/RP/1600499820.png,user04,37.43493070833333,127.13886469166668
429,13,./ETRI_data_RP_png/user03/1600448400/RP/1600499820.png,user03,37.677651555,127.491367865
435,12,./ETRI_data_RP_png/user09/1600905600/RP/1600908420.png,user09,37.38709583333334,127.23847818333336
436,14,./ETRI_data_RP_png/user03/1600876800/RP/1600908420.png,user03,37.56047735555555,126.97991777777776
446,14,./ETRI_data_RP_png/user01/1600831800/RP/1600852440.png,user01,37.483205177777776,127.01236368888888
447,14,./ETRI_data_RP_png/user04/1600816860/RP/1600852440.png,user04,37.47771575,127.12241558333334
450,6,./ETRI_data_RP_png/user29/1599877500/RP/1599899700.png,user29,36.365196710000006,127.37425121500004
452,12,./ETRI_data_RP_png/user09/1599436800/RP/1599470940.png,user09,37.38711273333333,127.23841205000002
453,13,./ETRI_data_RP_png/user04/1599430860/RP/1599470940.png,user04,37.48562164,127.10433975
454,13,./ETRI_data_RP_png/user03/1599422400/RP/1599470940.png,user03,37.48544216315789,126.97757927894736
457,13,./ETRI_data_RP_png/user04/1600816860/RP/1600854660.png,user04,37.4777228,127.12314208
458,6,./ETRI_data_RP_png/user30/1600816380/RP/1600854660.png,user30,37.48699696153846,126.85353293076922
459,13,./ETRI_data_RP_png/user04/1599261300/RP/1599264720.png,user04,37.456083178947374,127.13668715789476
460,14,./ETRI_data_RP_png/user04/1601163000/RP/1601192820.png,user04,37.43495186999999,127.13886786
465,13,./ETRI_data_RP_png/user01/1600527600/RP/1600589160.png,user01,37.53671889,127.005427885
473,13,./ETRI_data_RP_png/user04/1600035000/RP/1600038660.png,user04,37.438937365,127.12803096
479,6,./ETRI_data_RP_png/user28/1600462500/RP/1600471320.png,user28,37.39819225833334,126.63405781666664
483,13,./ETRI_data_RP_png/user01/1601085900/RP/1601114880.png,user01,37.47895798999999,127.00960110499996
486,6,./ETRI_data_RP_png/user29/1599526500/RP/1599528540.png,user29,36.365246383333336,127.3743317111111
489,6,./ETRI_data_RP_png/user28/1599259500/RP/1599267180.png,user28,37.446283075,126.68064791666669
490,13,./ETRI_data_RP_png/user04/1599261300/RP/1599267180.png,user04,37.43815753333334,127.10281528333331
496,12,./ETRI_data_RP_png/user01/1599442080/RP/1599464820.png,user01,37.48298445,127.01101130000002
497,14,./ETRI_data_RP_png/user04/1599430860/RP/1599464820.png,user04,37.47773127272728,127.1226223
499,6,./ETRI_data_RP_png/user28/1599598200/RP/1599642480.png,user28,37.44631799166667,126.68068371666668
503,12,./ETRI_data_RP_png/user02/1601046000/RP/1601100000.png,user02,37.52980829230769,127.03755057692308
507,14,./ETRI_data_RP_png/user04/1600470000/RP/1600503480.png,user04,37.43490937272728,127.1388564909091
515,13,./ETRI_data_RP_png/user01/1598832660/RP/1598875320.png,user01,37.475790925,127.00300869999998
519,13,./ETRI_data_RP_png/user04/1599776160/RP/1599797100.png,user04,37.49711751,127.08910069999996
521,13,./ETRI_data_RP_png/user01/1601085900/RP/1601114520.png,user01,37.476038465,126.97370372500002
523,6,./ETRI_data_RP_png/user02/1601046000/RP/1601114520.png,user02,37.53537815833334,127.00976371666664
530,13,./ETRI_data_RP_png/user01/1599922800/RP/1599973980.png,user01,37.47585741,126.967605985
531,14,./ETRI_data_RP_png/user01/1600731000/RP/1600737420.png,user01,37.4831941625,127.0123647125
532,14,./ETRI_data_RP_png/user02/1600700400/RP/1600737420.png,user02,37.52151683333333,127.03270725555556
536,12,./ETRI_data_RP_png/user09/1599006360/RP/1599011880.png,user09,37.38709621538462,127.23848575384612
545,12,./ETRI_data_RP_png/user09/1600403400/RP/1600420680.png,user09,37.38149666666666,127.23047120000004
546,6,./ETRI_data_RP_png/user03/1600371000/RP/1600420680.png,user03,37.48544286,126.97762542
549,12,./ETRI_data_RP_png/user09/1599944400/RP/1600001160.png,user09,37.38408402307693,127.23578023076924
552,14,./ETRI_data_RP_png/user03/1600876800/RP/1600921740.png,user03,37.5604820625,126.9799258125
553,6,./ETRI_data_RP_png/user26/1600873200/RP/1600921740.png,user26,37.27983874166667,127.15385250833332
563,13,./ETRI_data_RP_png/user01/1599531660/RP/1599559980.png,user01,37.474591875,126.990289475
565,6,./ETRI_data_RP_png/user02/1601046000/RP/1601097960.png,user02,37.529767375,127.03754465000002
567,14,./ETRI_data_RP_png/user04/1600558200/RP/1600574820.png,user04,37.4349584,127.13888143
568,13,./ETRI_data_RP_png/user01/1600527600/RP/1600574820.png,user01,37.5763250111111,127.00117798888888
570,12,./ETRI_data_RP_png/user09/1599694200/RP/1599699660.png,user09,37.38707209999999,127.23853155833336
574,6,./ETRI_data_RP_png/user30/1600474800/RP/1600516500.png,user30,37.4869727,126.85344650833336
578,13,./ETRI_data_RP_png/user03/1600448400/RP/1600500900.png,user03,37.67720045,127.493159515
582,13,./ETRI_data_RP_png/user04/1599522960/RP/1599532440.png,user04,37.422264705,127.10700748499998
585,14,./ETRI_data_RP_png/user04/1600380900/RP/1600408260.png,user04,37.47768678333333,127.12233601666668
588,6,./ETRI_data_RP_png/user26/1599404400/RP/1599445800.png,user26,37.49298290000001,127.0287953
590,14,./ETRI_data_RP_png/user03/1600707600/RP/1600755840.png,user03,37.56058295,126.980013275
591,12,./ETRI_data_RP_png/user09/1599340800/RP/1599389100.png,user09,37.384072275,127.23575898333333
595,14,./ETRI_data_RP_png/user02/1600700400/RP/1600748400.png,user02,37.52151343636364,127.03271006363636
597,12,./ETRI_data_RP_png/user09/1599091740/RP/1599111840.png,user09,37.38710555384616,127.2384302923077
598,6,./ETRI_data_RP_png/user26/1599096600/RP/1599111840.png,user26,37.27834839166667,127.16355238333334
603,12,./ETRI_data_RP_png/user09/1600403400/RP/1600405560.png,user09,37.38708749166667,127.23849314166668
604,13,./ETRI_data_RP_png/user01/1599531660/RP/1599569940.png,user01,37.50035501,127.118933715
605,6,./ETRI_data_RP_png/user28/1600462500/RP/1600475640.png,user28,37.39812581666667,126.63419644166665
607,14,./ETRI_data_RP_png/user04/1599001800/RP/1599024900.png,user04,37.477739025,127.12248125833332
608,14,./ETRI_data_RP_png/user02/1598972400/RP/1599024900.png,user02,37.5215612,127.03271728888888
609,13,./ETRI_data_RP_png/user01/1600315920/RP/1600325580.png,user01,37.48288948571428,127.01063144285712
610,13,./ETRI_data_RP_png/user03/1600286400/RP/1600325580.png,user03,37.48505974285714,126.97909200952384
611,13,./ETRI_data_RP_png/user04/1600294800/RP/1600325580.png,user04,37.435172825,127.13836121666668
614,13,./ETRI_data_RP_png/user01/1599890820/RP/1599909180.png,user01,37.48019506,127.012263325
616,12,./ETRI_data_RP_png/user09/1599694200/RP/1599700680.png,user09,37.38706865000001,127.23853333333334
622,14,./ETRI_data_RP_png/user04/1601163000/RP/1601188020.png,user04,37.434968790909096,127.13888011818182
624,13,./ETRI_data_RP_png/user01/1601166300/RP/1601188020.png,user01,37.49608423,127.03405738
627,6,./ETRI_data_RP_png/user04/1599001800/RP/1599054180.png,user04,37.4349312,127.138880975
629,14,./ETRI_data_RP_png/user04/1600726800/RP/1600773060.png,user04,37.477934675,127.12266910833334
630,6,./ETRI_data_RP_png/user06/1600734060/RP/1600773060.png,user06,37.513627425,127.04586700000002
631,14,./ETRI_data_RP_png/user03/1600707600/RP/1600765920.png,user03,37.56058114545454,126.98001435454547
635,12,./ETRI_data_RP_png/user09/1600041600/RP/1600047900.png,user09,37.38708127272728,127.23854417272725
638,14,./ETRI_data_RP_png/user03/1600792200/RP/1600834200.png,user03,37.5605847,126.98002575555556
649,12,./ETRI_data_RP_png/user09/1599436800/RP/1599465300.png,user09,37.38709722666667,127.23855682
651,12,./ETRI_data_RP_png/user01/1599442080/RP/1599465300.png,user01,37.482988675,127.011016725
652,14,./ETRI_data_RP_png/user04/1599430860/RP/1599465300.png,user04,37.47779393333333,127.12248725833332
653,13,./ETRI_data_RP_png/user02/1600786800/RP/1600818240.png,user02,37.52985675833333,127.03776
656,13,./ETRI_data_RP_png/user01/1599531660/RP/1599568260.png,user01,37.481645025,127.01618202500003
659,6,./ETRI_data_RP_png/user03/1599928800/RP/1599970320.png,user03,37.48540837777777,126.97759987777778
663,13,./ETRI_data_RP_png/user01/1600831800/RP/1600860600.png,user01,37.48318936666666,127.01237637777778
673,14,./ETRI_data_RP_png/user02/1598886000/RP/1598958900.png,user02,37.52183435833334,127.03259302500004
675,14,./ETRI_data_RP_png/user03/1599422400/RP/1599484740.png,user03,37.48548223,126.977605405
678,14,./ETRI_data_RP_png/user03/1600963200/RP/1600993260.png,user03,37.55946662222222,126.98081541111112
682,13,./ETRI_data_RP_png/user02/1601046000/RP/1601104020.png,user02,37.52987078333333,127.03762384166669
683,14,./ETRI_data_RP_png/user02/1598972400/RP/1599035220.png,user02,37.52155971111111,127.03271975555556
684,14,./ETRI_data_RP_png/user04/1599001800/RP/1599035220.png,user04,37.477709608333335,127.12269078333333
685,14,./ETRI_data_RP_png/user02/1598886000/RP/1598951760.png,user02,37.52155851111112,127.03275918888887
687,14,./ETRI_data_RP_png/user04/1600726800/RP/1600735080.png,user04,37.47770088333333,127.12285305833336
688,14,./ETRI_data_RP_png/user01/1600731000/RP/1600735080.png,user01,37.48322136,127.01236902
692,14,./ETRI_data_RP_png/user01/1599269580/RP/1599297120.png,user01,37.48405029999999,127.01369589999996
693,12,./ETRI_data_RP_png/user09/1599340800/RP/1599394920.png,user09,37.38408865714286,127.23576280714283
696,6,./ETRI_data_RP_png/user30/1600902660/RP/1600940700.png,user30,37.48701325833333,126.85349256666666
697,13,./ETRI_data_RP_png/user04/1600899900/RP/1600940700.png,user04,37.477632246153846,127.12311647692307
703,14,./ETRI_data_RP_png/user03/1600963200/RP/1601008200.png,user03,37.56046966666667,126.97990505833336
709,14,./ETRI_data_RP_png/user01/1600450920/RP/1600506000.png,user01,37.483173475,127.01228915
710,13,./ETRI_data_RP_png/user03/1600020000/RP/1600065960.png,user03,37.48534780588235,126.97761185882352
711,14,./ETRI_data_RP_png/user04/1600035000/RP/1600065960.png,user04,37.477727191666666,127.12271598333336
713,6,./ETRI_data_RP_png/user06/1601046000/RP/1601092740.png,user06,37.51356263157895,127.0457414368421
718,13,./ETRI_data_RP_png/user01/1599531660/RP/1599537840.png,user01,37.48001235625,126.956798775
719,14,./ETRI_data_RP_png/user04/1599522960/RP/1599537840.png,user04,37.47774806363637,127.12309211818182
721,6,./ETRI_data_RP_png/user02/1601046000/RP/1601108700.png,user02,37.53538108461539,127.0097728307692
